author,bvid,title,play,video_review,favorites,review,date
张司令sammy,BV1Di421d7Sq,美国众议院通过tiktok剥离法案！美国这是要彻底封杀tiktok？还是另有所图？,50219,215,87,1000,1710355074
芙兰朵露Scarletフ,BV1Cy411b7gH,"美国前总统唐纳德·<em class=""keyword"">特朗普</em>正式入驻TikTok",588265,98,4059,990,1717311903
芙兰朵露Scarletフ,BV1Cy411b7gH,美国前总统唐纳德·特朗普正式入驻TikTok,588265,98,4059,990,1717311903
张司令sammy,BV1ar421p79m,华人超越墨西哥人成美国第二大非法移民群体！连特朗普也坐不住了！称若当选将用最强硬手段打击非法移民！,113902,588,295,990,1709164390
麻薯波比呀,BV11T42127us,美利坚帮以不帮乌？泽圣心里有点苦,1565879,5605,5433,986,1713348000
麻薯波比呀,BV11T42127us,美利坚帮以不帮乌？泽圣心里有点苦,1565879,5605,5433,986,1713348000
纯正英语原声30秒,BV1cz421X7Yt,毫无悬念！美国国会众议院高票通过TikTok&quot;禁令&quot;法案 2024.3.13 AM 9:00 [中英文字幕] 限期剥离-强制出售/禁令字节跳动你选一个,153038,42,211,984,1710337362
加莉娜Jer,BV1vC411375u,"美国一名男子在<em class=""keyword"">特朗普</em>听证会外，实施了自焚行为已誓抗议",164194,211,436,981,1713571171
荒草音乐,BV18J4m157Xr,外国人：你管这叫发展中国家！,579473,1726,3544,970,1712034693
゙7x,BV17y421B7Vz,“没有人比我更懂迈克尔·杰克逊”,1352432,310,42954,964,1708829080
